Rv0190 - Rv0192A,221871,223909,2038,+,44.78,4
,,,,,,,Rv0190,79.13,
,,,,,,,Rv0191,16.61,65.73
,,,,,,,Rv0192,37.47,35.74
,,,,,,,Rv0192A,34.01,
Rv0193c,224724,226571,1847,-,6.27,1
,,,,,,,Rv0193c,6.27,
Rv0194 - Rv0195,226878,231534,4656,+,3.0,2
,,,,,,,Rv0194,3.09,
,,,,,,,Rv0195,3.74,2.16
Rv0196 - Rv0197,231647,234519,2872,+,3.6,2
,,,,,,,Rv0196,2.44,
,,,,,,,Rv0197,4.76,
Rv0198c,234516,236507,1991,-,41.41,1
,,,,,,,Rv0198c,41.41,
Rv0199 - Rv0200,236550,237895,1345,+,26.34,2
,,,,,,,Rv0199,18.3,
,,,,,,,Rv0200,34.39,
Rv0201c - Rv0202c,237892,241292,3400,-,81.81,2
,,,,,,,Rv0201c,67.0,
,,,,,,,Rv0202c,96.62,
Rv0203,241514,241924,410,+,26.61,1
,,,,,,,Rv0203,26.61,
Rv0204c,241976,243214,1238,-,30.94,1
,,,,,,,Rv0204c,30.94,
Rv0205,243384,244487,1103,+,28.68,1
,,,,,,,Rv0205,28.68,
Rv0206c - Rv0208c,244484,248906,4422,-,210.53,3
,,,,,,,Rv0206c,176.42,
,,,,,,,Rv0207c,253.64,233.86
,,,,,,,Rv0208c,179.08,209.67
Rv0209 - Rv0210,249038,251598,2560,+,8.6,2
,,,,,,,Rv0209,8.28,
,,,,,,,Rv0210,8.92,
Rv0211,251782,253602,1820,+,623.3,1
,,,,,,,Rv0211,623.3,
Rv0212c - Rv0213c,253669,255950,2281,-,33.0,2
,,,,,,,Rv0212c,29.65,
,,,,,,,Rv0213c,36.35,
Rv0214,256064,257677,1613,+,6.02,1
,,,,,,,Rv0214,6.02,
Rv0215c,257783,258856,1073,-,10.49,1
,,,,,,,Rv0215c,10.49,
Rv0216,258913,259926,1013,+,10.37,1
,,,,,,,Rv0216,10.37,
Rv0217c,259923,260831,908,-,8.52,1
,,,,,,,Rv0217c,8.52,
Rv0218 - Rv0219,260924,262802,1878,+,5.53,2
,,,,,,,Rv0218,8.67,
,,,,,,,Rv0219,4.91,3.0
Rv0220 - Rv0222,262812,266295,3483,+,63.2,3
,,,,,,,Rv0220,113.26,
,,,,,,,Rv0221,30.73,85.3
,,,,,,,Rv0222,47.76,38.97
Rv0223c - Rv0224c,266301,268627,2326,-,17.63,2
,,,,,,,Rv0223c,17.0,
,,,,,,,Rv0224c,13.45,22.43
Rv0225,268663,269817,1154,+,34.96,1
,,,,,,,Rv0225,34.96,
Rv0226c - Rv0227c,269834,272839,3005,-,27.03,2
,,,,,,,Rv0226c,9.33,
,,,,,,,Rv0227c,46.85,24.9
Rv0228,273055,274278,1223,+,22.05,1
,,,,,,,Rv0228,22.05,
Rv0229c - Rv0230c,274306,275963,1657,-,108.46,2
,,,,,,,Rv0229c,91.69,
,,,,,,,Rv0230c,125.23,
Rv0231,276058,277764,1706,+,18.75,1
,,,,,,,Rv0231,18.75,
Rv0232 - Rv0233,277899,279529,1630,+,168.91,2
,,,,,,,Rv0232,182.93,
,,,,,,,Rv0233,154.89,
Rv0234c - Rv0235c,279605,282614,3009,-,11.58,2
,,,,,,,Rv0234c,16.37,
,,,,,,,Rv0235c,12.92,5.46
Rv0236c,282649,286851,4202,-,21.11,1
,,,,,,,Rv0236c,21.11,
Rv0236A,286898,287071,173,-,152.16,1
,,,,,,,Rv0236A,152.16,
Rv0237,287186,288352,1166,+,20.06,1
,,,,,,,Rv0237,20.06,
Rv0238 - Rv0239,288428,289337,909,+,173.33,2
,,,,,,,Rv0238,96.39,
,,,,,,,Rv0239,242.27,181.34
Rv0240,289345,289782,437,+,25.85,1
,,,,,,,Rv0240,25.85,
Rv0241c - Rv0242c,289812,292029,2217,-,34.97,2
,,,,,,,Rv0241c,40.93,
,,,,,,,Rv0242c,28.25,35.73
Rv0243 - EBG00000313378,292171,293705,1534,+,81.72,2
,,,,,,,Rv0243,102.97,
,,,,,,,EBG00000313378,65.6,76.59
Rv0244c,293798,295633,1835,-,373.45,1
,,,,,,,Rv0244c,373.45,
Rv0245,296005,296493,488,+,65.44,1
,,,,,,,Rv0245,65.44,
Rv0246,296809,298119,1310,+,18.83,1
,,,,,,,Rv0246,18.83,
Rv0247c - Rv0251c,298116,302652,4536,-,55.11,5
,,,,,,,Rv0247c,43.89,
,,,,,,,Rv0248c,50.85,82.0
,,,,,,,Rv0249c,41.36,36.13
,,,,,,,Rv0250c,75.94,54.24
,,,,,,,Rv0251c,76.47,35.11
Rv0252 - Rv0253,302866,305809,2943,+,10.06,2
,,,,,,,Rv0252,14.18,
,,,,,,,Rv0253,9.16,6.85
Rv0254c - Rv0256c,305825,309547,3722,-,21.49,3
,,,,,,,Rv0254c,13.52,
,,,,,,,Rv0255c,15.26,11.44
,,,,,,,Rv0256c,34.57,32.68
Rv0257,309699,310073,374,+,68.19,1
,,,,,,,Rv0257,68.19,
Rv0258c,310294,310749,455,-,11.96,1
,,,,,,,Rv0258c,11.96,
Rv0259c,310774,311517,743,-,2.73,1
,,,,,,,Rv0259c,2.73,
Rv0260c,311514,312659,1145,-,NOT EXPRESSED,1.7
Rv0261c,312759,314168,1409,-,NOT EXPRESSED,1.75
Rv0262c - Rv0264c,314309,316415,2106,-,75.83,3
,,,,,,,Rv0262c,50.78,
,,,,,,,Rv0263c,73.42,157.7
,,,,,,,Rv0264c,37.98,59.29
Rv0265c - Rv0266c,316511,321154,4643,-,12.42,2
,,,,,,,Rv0265c,16.22,
,,,,,,,Rv0266c,12.53,8.5
Rv0267,321331,322722,1391,+,41.64,1
,,,,,,,Rv0267,41.64,
Rv0268c,322764,323273,509,-,191.3,1
,,,,,,,Rv0268c,191.3,
Rv0269c,323338,324531,1193,-,14.38,1
,,,,,,,Rv0269c,14.38,
Rv0270,324567,326249,1682,+,90.57,1
,,,,,,,Rv0270,90.57,
Rv0271c - Rv0273c,326266,330325,4059,-,31.43,3
,,,,,,,Rv0271c,58.85,
,,,,,,,Rv0272c,29.32,15.68
,,,,,,,Rv0273c,21.86,
Rv0274,330422,331003,581,+,38.67,1
,,,,,,,Rv0274,38.67,
Rv0275c,330933,331658,725,-,84.47,1
,,,,,,,Rv0275c,84.47,
Rv0276,331748,332668,920,+,281.44,1
,,,,,,,Rv0276,281.44,
Rv0277c - Rv0277A,332708,333417,709,-,226.06,2
,,,,,,,Rv0277c,94.3,
,,,,,,,Rv0277A,393.43,190.46
Rv0278c - Rv0279c,333437,339073,5636,-,4.65,2
,,,,,,,Rv0278c,4.12,
,,,,,,,Rv0279c,5.39,4.44
Rv0280 - Rv0281,339364,341906,2542,+,37.52,2
,,,,,,,Rv0280,27.14,
,,,,,,,Rv0281,55.25,30.17
Rv0282 - Rv0288,342130,352138,10008,+,132.59,7
,,,,,,,Rv0282,124.25,
,,,,,,,Rv0283,76.71,
,,,,,,,Rv0284,57.55,
,,,,,,,Rv0285,65.73,
,,,,,,,Rv0286,57.16,71.33
,,,,,,,Rv0287,200.67,226.69
,,,,,,,Rv0288,245.15,200.63
Rv0289 - Rv0292,352149,356875,4726,+,61.6,4
,,,,,,,Rv0289,91.69,
,,,,,,,Rv0290,44.51,71.6
,,,,,,,Rv0291,46.68,
,,,,,,,Rv0292,53.54,
Rv0293c,356862,358064,1202,-,48.87,1
,,,,,,,Rv0293c,48.87,
Rv0294,358171,358956,785,+,10.26,1
,,,,,,,Rv0294,10.26,
Rv0295c - Rv0296c,358945,361155,2210,-,18.86,2
,,,,,,,Rv0295c,27.23,
,,,,,,,Rv0296c,17.75,11.6
Rv0297 - Rv0303,361334,366142,4808,+,108.89,7
,,,,,,,Rv0297,103.66,
,,,,,,,Rv0298,219.74,65.35
,,,,,,,Rv0299,139.22,
,,,,,,,Rv0300,172.85,96.94
,,,,,,,Rv0301,65.81,
,,,,,,,Rv0302,77.25,112.64
,,,,,,,Rv0303,35.41,
Rv0304c - Rv0305c,366150,375711,9561,-,22.18,2
,,,,,,,Rv0304c,29.76,
,,,,,,,Rv0305c,27.47,9.32
Rv0306,375914,376585,671,+,11.64,1
,,,,,,,Rv0306,11.64,
Rv0307c,376573,377055,482,-,20.01,1
,,,,,,,Rv0307c,20.01,
Rv0308,377113,377829,716,+,30.55,1
,,,,,,,Rv0308,30.55,
Rv0309,377931,378587,656,+,166.25,1
,,,,,,,Rv0309,166.25,
Rv0310c,378657,379148,491,-,36.88,1
,,,,,,,Rv0310c,36.88,
Rv0311,379172,380401,1229,+,10.03,1
,,,,,,,Rv0311,10.03,
Rv0312 - Rv0313,380556,382876,2320,+,190.94,2
,,,,,,,Rv0312,42.27,
,,,,,,,Rv0313,415.21,115.35
Rv0314c,382879,383541,662,-,123.22,1
,,,,,,,Rv0314c,123.22,
Rv0315 - Rv0316,383602,385149,1547,+,39.23,2
,,,,,,,Rv0315,60.81,
,,,,,,,Rv0316,31.54,25.35
Rv0317c - EBG00000313358,385173,386274,1101,-,83.92,2
,,,,,,,Rv0317c,38.17,
,,,,,,,EBG00000313358,165.13,48.45
Rv0318c,386305,387099,794,-,8.15,1
,,,,,,,Rv0318c,8.15,
Rv0319 - Rv0322,387148,390591,3443,+,8.45,4
,,,,,,,Rv0319,10.44,
,,,,,,,Rv0320,7.14,5.31
,,,,,,,Rv0321,17.66,7.0
,,,,,,,Rv0322,4.86,6.74
Rv0323c,390580,391251,671,-,17.54,1
,,,,,,,Rv0323c,17.54,
Rv0324 - Rv0326,391352,392728,1376,+,9.88,3
,,,,,,,Rv0324,7.04,
,,,,,,,Rv0325,13.2,14.14
,,,,,,,Rv0326,4.41,10.6
Rv0327c,392696,394045,1349,-,4.35,1
,,,,,,,Rv0327c,4.35,
Rv0328,394111,394713,602,+,19.48,1
,,,,,,,Rv0328,19.48,
Rv0329c - Rv0330c,394694,396087,1393,-,7.03,2
,,,,,,,Rv0329c,8.69,
,,,,,,,Rv0330c,6.99,5.41
Rv0331 - Rv0334,396201,399524,3323,+,12.46,4
,,,,,,,Rv0331,7.05,
,,,,,,,Rv0332,17.11,9.79
,,,,,,,Rv0333,22.3,4.78
,,,,,,,Rv0334,10.46,15.73
Rv0335c,399535,400050,515,-,11.41,1
,,,,,,,Rv0335c,11.41,
Rv0336,400192,401703,1511,+,79.21,1
,,,,,,,Rv0336,79.21,
Rv0337c - Rv0338c,401873,405841,3968,-,45.19,2
,,,,,,,Rv0337c,43.15,
,,,,,,,Rv0338c,54.83,37.58
Rv0339c,405950,408448,2498,-,9.74,1
,,,,,,,Rv0339c,9.74,
Rv0340 - Rv0343,408634,414238,5604,+,28.41,4
,,,,,,,Rv0340,26.86,
,,,,,,,Rv0341,37.12,17.05
,,,,,,,Rv0342,23.11,36.38
,,,,,,,Rv0343,29.94,
Rv0344c,414381,414941,560,-,12.54,1
,,,,,,,Rv0344c,12.54,
Rv0345,415050,415460,410,+,38.53,1
,,,,,,,Rv0345,38.53,
Rv0346c,415502,416965,1463,-,63.52,1
,,,,,,,Rv0346c,63.52,
Rv0347 - Rv0353,417304,424019,6715,+,44.67,7
,,,,,,,Rv0347,23.15,
,,,,,,,Rv0348,36.07,25.0
,,,,,,,Rv0349,26.38,42.33
,,,,,,,Rv0350,75.12,39.56
,,,,,,,Rv0351,50.11,
,,,,,,,Rv0352,57.32,52.22
,,,,,,,Rv0353,64.15,
Rv0354c - Rv0355c,424269,434679,10410,-,48.16,2
,,,,,,,Rv0354c,62.32,
,,,,,,,Rv0355c,14.57,67.6
Rv0356c - Rv0357c,434830,436769,1939,-,44.61,2
,,,,,,,Rv0356c,73.88,
,,,,,,,Rv0357c,15.35,
Rv0358 - Rv0359,436860,438297,1437,+,7.32,2
,,,,,,,Rv0358,4.69,
,,,,,,,Rv0359,12.26,5.0
Rv0360c,438302,438739,437,-,10.37,1
,,,,,,,Rv0360c,10.37,
Rv0361 - Rv0362,438822,441253,2431,+,75.73,2
,,,,,,,Rv0361,131.39,
,,,,,,,Rv0362,21.53,74.26
Rv0363c,441265,442299,1034,-,61.07,1
,,,,,,,Rv0363c,61.07,
Rv0364,442395,443078,683,+,58.73,1
,,,,,,,Rv0364,58.73,
Rv0365c - Rv0367c,443067,445233,2166,-,18.27,3
,,,,,,,Rv0365c,22.26,
,,,,,,,Rv0366c,9.6,13.44
,,,,,,,Rv0367c,32.28,13.79
Rv0368c,445314,446525,1211,-,NOT EXPRESSED,0.9
Rv0369c,446531,447046,515,-,NOT EXPRESSED,0.0
Rv0370c,447147,448043,896,-,4.68,1
,,,,,,,Rv0370c,4.68,
Rv0371c,448040,448633,593,-,NOT EXPRESSED,1.59
Rv0372c - Rv0374c,448630,452279,3649,-,3.89,3
,,,,,,,Rv0372c,2.9,
,,,,,,,Rv0373c,3.97,5.53
,,,,,,,Rv0374c,3.15,
Rv0375c,452294,453154,860,-,NOT EXPRESSED,1.47
Rv0376c,453230,454372,1142,-,6.33,1
,,,,,,,Rv0376c,6.33,
Rv0377 - Rv0378,454421,455858,1437,+,9.65,2
,,,,,,,Rv0377,18.27,
,,,,,,,Rv0378,3.15,7.54
Rv0379,455977,456192,215,+,101.96,1
,,,,,,,Rv0379,101.96,
Rv0380c,456268,458380,2112,-,26.65,1
,,,,,,,Rv0380c,26.65,
Rv0381c - Rv0383c,456915,459315,2400,-,86.8,3
,,,,,,,Rv0381c,44.97,
,,,,,,,Rv0382c,74.37,60.11
,,,,,,,Rv0383c,148.5,106.06
Rv0384c,459456,462002,2546,-,35.16,1
,,,,,,,Rv0384c,35.16,
Rv0385 - Rv0386,462135,466668,4533,+,11.36,2
,,,,,,,Rv0385,10.64,
,,,,,,,Rv0386,19.25,4.19
Rv0387c - Rv0388c,466672,468001,1329,-,8.6,2
,,,,,,,Rv0387c,9.86,
,,,,,,,Rv0388c,7.37,8.57
Rv0389 - Rv0391,468335,471230,2895,+,21.68,3
,,,,,,,Rv0389,16.85,
,,,,,,,Rv0390,27.76,
,,,,,,,Rv0391,20.43,
Rv0392c,471227,472639,1412,-,15.11,1
,,,,,,,Rv0392c,15.11,
Rv0393,472781,474106,1325,+,7.25,1
,,,,,,,Rv0393,7.25,
Rv0394c,474122,474841,719,-,13.54,1
,,,,,,,Rv0394c,13.54,
Rv0395,474940,475344,404,+,NOT EXPRESSED,1.4
Rv0396 - Rv0397,475350,476184,834,+,4.34,2
,,,,,,,Rv0396,3.3,
,,,,,,,Rv0397,6.98,2.74
Rv0397A,476394,476642,248,+,86.65,1
,,,,,,,Rv0397A,86.65,
Rv0398c - Rv0400c,476679,479753,3074,-,18.42,3
,,,,,,,Rv0398c,34.21,
,,,,,,,Rv0399c,8.99,7.57
,,,,,,,Rv0400c,20.45,20.9
Rv0401,479789,480160,371,+,8.39,1
,,,,,,,Rv0401,8.39,
Rv0402c - Rv0403c,480355,483656,3301,-,9.07,2
,,,,,,,Rv0402c,9.3,
,,,,,,,Rv0403c,8.83,
Rv0404 - Rv0405,483977,489939,5962,+,11.28,2
,,,,,,,Rv0404,15.35,
,,,,,,,Rv0405,7.2,
Rv0406c,489887,490705,818,-,11.31,1
,,,,,,,Rv0406c,11.31,
Rv0407 - Rv0409,490783,495008,4225,+,20.29,3
,,,,,,,Rv0407,18.32,
,,,,,,,Rv0408,19.51,
,,,,,,,Rv0409,23.05,
Rv0410c - Rv0412c,495062,499619,4557,-,41.4,3
,,,,,,,Rv0410c,39.26,
